budget,actual_cost,revenue,profit,profit_margin,schedule_delay,project_duration,team_size,labor_cost,resource_utilization,margin_risk
1383825.19,1343595.24,1583063.99,239468.75,0.151,1,13,13,452280.06,0.73,0
620948.05,633995.54,704128.49,70132.95,0.1,2,10,19,152562.55,0.82,0
116889.09,126671.17,138724.83,12053.67,0.087,0,3,10,46226.86,0.63,1
627875.64,607020.19,765946.35,158926.15,0.207,1,7,12,176149.65,0.82,0
667720.44,652711.94,779032.12,126320.17,0.162,0,7,20,176476.72,0.72,0
62360.73,55763.75,69545.42,13781.66,0.198,1,9,17,19018.02,0.85,0
2122133.6,2043658.74,2626009.38,582350.63,0.222,1,18,18,702116.22,0.95,0
1468172.81,1483845.62,1596130.93,112285.31,0.07,1,17,17,522602.68,0.61,1
68694.82,70832.85,81632.92,10800.07,0.132,0,6,15,16704.86,0.82,0
118195.08,122746.45,143894.69,21148.24,0.147,1,6,7,45863.31,0.73,0
115383.19,128742.09,151007.69,22265.6,0.147,0,12,4,33619.58,0.54,1
368259.61,371571.33,460676.45,89105.11,0.193,0,11,18,117983.02,0.82,0
105291.91,104848.9,126503.98,21655.08,0.171,1,7,10,34151.01,0.73,0
1519351.79,1532701.32,1832824.57,300123.26,0.164,0,9,29,533667.35,0.74,0
599668.1,712528.13,711811.92,-716.22,-0.001,0,6,22,188730.26,0.66,0
407161.35,415608.25,482476.12,66867.86,0.139,0,5,15,143193.46,0.8,0
577155.3,630635.6,636565.81,5930.21,0.009,0,9,11,167787.36,0.79,0
179035.17,171701.41,202017.16,30315.75,0.15,0,6,15,52450.54,0.67,0
567584.34,579687.26,623934.04,44246.78,0.071,0,2,9,161216.98,0.76,0
1415650.79,1329767.13,1619893.25,290126.12,0.179,0,12,9,342762.46,0.84,0
735399.04,710959.68,815617.17,104657.49,0.128,0,4,14,179990.25,0.6,0
159838.95,165678.82,185057.38,19378.57,0.105,0,2,10,54053.02,0.81,0
106932.86,120777.11,132835.3,12058.19,0.091,0,2,10,36359.71,0.57,1
83580.53,81835.1,99233.46,17398.36,0.175,0,2,15,25720.2,0.72,0
472097.25,511991.35,585323.13,73331.79,0.125,1,13,15,177575.26,0.65,0
777283.51,843419.72,1000516.08,157096.36,0.157,0,6,22,308786.88,0.61,1
121972.99,121279.99,155280.73,34000.74,0.219,1,8,13,27108.24,0.63,0
155291.46,184080.59,170073.51,-14007.08,-0.082,0,4,13,55510.92,0.76,0
155821.02,178162.13,189281.36,11119.23,0.059,0,6,4,39707.57,0.75,0
669006.35,651561.16,769683.29,118122.14,0.153,0,11,11,147547.87,0.82,0
111828.16,131433.95,131848.38,414.42,0.003,0,2,18,35196.38,0.79,0
773525.07,805509.46,935036.96,129527.5,0.139,0,5,14,273147.38,0.86,0
704420.44,678224.81,825594.71,147369.9,0.179,0,2,15,234402.29,0.77,0
401866.16,427063.36,450944.43,23881.07,0.053,0,6,24,107436.43,0.87,0
134979.42,136294.19,170866.28,34572.09,0.202,0,5,10,39871.41,0.91,0
109598.55,127965.38,126776.4,-1188.97,-0.009,0,3,11,40042.66,0.69,0
678253.69,658172.77,767387.42,109214.65,0.142,0,10,3,234576.85,0.74,0
127512.01,121379.41,155061.79,33682.38,0.217,0,9,16,43373.69,0.95,0
265451.94,244269.61,302808.45,58538.84,0.193,0,7,22,68589.34,0.79,0
50000.0,50135.93,56759.22,6623.29,0.117,0,10,14,15616.97,0.79,0
91754.86,93853.63,102220.2,8366.57,0.082,0,5,10,29473.09,0.71,0
191866.61,209946.66,238891.13,28944.47,0.121,1,12,8,65169.87,0.66,0
697756.66,679836.61,858233.34,178396.74,0.208,1,10,15,191113.5,0.74,1
94790.03,94069.7,111318.33,17248.63,0.155,0,2,16,27372.02,0.66,0
172603.76,180064.24,203988.06,23923.82,0.117,1,7,19,66469.17,0.84,0
84109.88,93127.63,100313.56,7185.92,0.072,0,7,10,23257.05,0.74,0
433233.26,461102.77,537132.8,76030.03,0.142,0,10,9,122685.36,0.8,0
165094.0,144030.94,171110.61,27079.67,0.158,1,6,18,35299.4,0.61,0
702699.18,751382.2,746408.94,-4973.26,-0.007,1,11,20,167471.91,0.89,0
1638247.46,1948804.64,2096408.98,147604.34,0.07,0,13,25,679512.68,0.84,0
1085468.93,1078804.11,1290446.58,211642.47,0.164,0,12,9,308657.85,0.92,0
1295851.79,1664952.48,1600616.57,-64335.92,-0.04,1,13,22,611114.36,0.65,1
59508.08,60470.69,68412.19,7941.51,0.116,1,8,8,13979.49,0.65,0
573072.81,512713.68,731257.93,218544.26,0.299,0,9,13,184460.05,0.51,0
1499308.26,1623079.97,1961297.92,338217.95,0.172,1,14,19,498049.59,0.54,1
642305.13,560470.78,707793.21,147322.43,0.208,1,9,15,184952.2,0.63,1
562545.87,530548.13,686906.22,156358.08,0.228,0,8,12,188740.82,0.76,0
536820.18,559858.6,651259.56,91400.96,0.14,1,10,9,149074.06,0.7,0
775225.26,780012.11,874579.07,94566.96,0.108,0,4,17,204679.53,0.51,0
114938.7,124746.76,119586.38,-5160.38,-0.043,0,2,10,34858.5,0.61,0
113020.62,117873.71,127478.74,9605.03,0.075,1,5,17,35323.95,0.95,0
1667141.29,1727445.7,2149878.44,422432.74,0.196,1,14,12,419752.06,0.71,0
100601.82,114165.27,114869.84,704.56,0.006,0,2,14,35811.11,0.69,0
515240.93,544797.42,611912.55,67115.13,0.11,1,9,26,160926.41,0.8,0
88497.29,93139.32,101144.47,8005.14,0.079,0,11,8,27989.77,0.77,0
734776.76,770838.71,898384.15,127545.43,0.142,0,10,25,208219.04,0.85,0
1299887.56,1240660.78,1510404.92,269744.14,0.179,0,10,26,329341.67,0.81,0
1011806.48,1076990.69,1078097.13,1106.44,0.001,0,10,13,340219.39,0.67,0
421196.05,413986.24,478810.31,64824.07,0.135,0,8,14,104091.55,0.68,0
431151.75,467280.03,483410.82,16130.79,0.033,0,8,18,162012.42,0.7,0
135689.23,141201.04,168814.7,27613.67,0.164,1,8,4,33919.2,0.68,0
407100.04,435837.17,522248.24,86411.06,0.165,0,7,22,158352.69,0.69,0
76803.61,79777.9,94678.71,14900.81,0.157,1,11,12,20847.74,0.77,0
672091.29,682630.72,859456.73,176826.01,0.206,0,5,13,221677.08,0.85,0
504254.51,475749.28,564822.7,89073.42,0.158,0,11,13,129708.72,0.6,0
336857.27,383793.11,399987.13,16194.02,0.04,0,7,27,99290.52,0.77,0
528043.99,637020.07,665837.46,28817.39,0.043,1,8,14,152818.09,0.94,1
603664.78,570321.17,682075.12,111753.95,0.164,0,3,22,209157.17,0.88,0
1162165.81,1092122.12,1412362.21,320240.09,0.227,1,13,10,317661.47,0.75,0
744351.78,827363.77,878178.53,50814.75,0.058,0,8,12,311812.99,0.7,0
89949.78,98241.78,114818.63,16576.86,0.144,0,5,13,35957.81,0.82,0
803018.05,899239.98,816221.16,-83018.81,-0.102,2,10,17,323361.35,0.82,1
747039.44,758644.4,829649.69,71005.3,0.086,0,10,28,267412.23,0.78,0
1596751.4,1740576.2,1907443.1,166866.9,0.087,0,12,13,552652.52,0.65,1
104459.36,107146.19,126150.12,19003.93,0.151,0,9,3,39502.85,0.83,0
1043299.7,989336.19,1297270.93,307934.74,0.237,1,10,17,319738.63,0.63,1
50000.0,51468.68,56866.09,5397.41,0.095,0,6,17,16770.76,0.9,0
617568.63,727773.5,778458.46,50684.96,0.065,1,8,13,198390.59,0.54,1
793605.83,835090.99,952783.78,117692.79,0.124,0,9,22,276783.52,0.81,0
169738.77,180100.68,202323.59,22222.91,0.11,0,2,11,44387.48,0.56,0
407858.88,517098.13,475889.3,-41208.83,-0.087,0,7,8,161709.94,0.66,1
1461777.94,1608917.62,1555481.65,-53435.97,-0.034,1,12,19,478811.9,0.71,0
319514.6,371174.26,360914.24,-10260.03,-0.028,0,4,9,131144.73,0.93,0
147489.54,170700.62,174657.89,3957.28,0.023,1,6,10,63585.97,0.56,1
148966.69,148142.29,146991.25,-1151.04,-0.008,0,4,3,37359.66,0.7,0
659339.83,723408.63,805774.13,82365.5,0.102,1,10,16,201975.56,0.5,1
509403.02,520096.29,609416.25,89319.96,0.147,0,2,9,177243.84,0.66,0
591409.44,710774.19,722241.41,11467.23,0.016,0,8,11,214735.68,0.74,0
1855938.31,2106280.13,2225022.59,118742.46,0.053,0,13,11,704732.53,0.71,0
546156.24,483225.81,625635.41,142409.6,0.228,2,10,14,131506.24,0.95,0
2126323.8,2379538.57,2526878.76,147340.19,0.058,0,15,20,889666.63,0.93,0
609753.69,653959.89,645577.3,-8382.59,-0.013,0,9,6,213031.23,0.9,0
860949.79,829130.79,1005376.02,176245.23,0.175,0,4,16,236423.57,0.86,0
1067652.17,1134756.24,1247390.57,112634.34,0.09,1,11,17,369384.05,0.82,0
660587.34,708849.93,806770.24,97920.31,0.121,0,10,14,175476.57,0.66,0
102255.73,113086.27,120193.44,7107.17,0.059,0,4,8,35068.08,0.69,0
167613.45,188543.26,196948.26,8405.0,0.043,2,9,18,41481.11,0.82,1
697332.29,753765.23,820067.17,66301.94,0.081,0,9,25,275446.04,0.89,0
730939.93,751059.69,925505.74,174446.05,0.188,0,11,27,276674.34,0.84,0
91843.35,90741.5,103154.25,12412.75,0.12,0,8,12,20237.25,0.89,0
163591.48,196532.42,186894.28,-9638.14,-0.052,0,6,18,72005.9,0.5,1
453261.76,449979.67,518623.83,68644.15,0.132,0,5,10,116432.84,0.86,0
896892.96,977123.25,1034103.95,56980.7,0.055,0,13,16,221963.54,0.64,0
486599.4,474795.66,575252.94,100457.27,0.175,0,13,8,126507.12,0.87,0
613157.25,715943.61,831798.64,115855.03,0.139,0,11,15,251472.96,0.61,1
708673.66,742033.48,837717.28,95683.81,0.114,2,10,16,263752.47,0.58,0
90251.36,88855.44,101539.22,12683.78,0.125,0,2,15,24522.13,0.66,0
125058.37,134374.06,145416.83,11042.77,0.076,0,9,19,42811.02,0.73,0
507438.27,571093.41,559627.36,-11466.05,-0.02,0,10,8,195614.05,0.92,0
1348353.07,1466520.9,1663965.32,197444.42,0.119,0,7,16,520539.32,0.95,0
153834.05,167145.0,193364.43,26219.43,0.136,1,8,11,41121.74,0.79,0
123120.3,142954.13,148294.53,5340.4,0.036,0,2,12,49550.25,0.76,0
152648.87,157390.02,189762.8,32372.78,0.171,1,9,7,42129.65,0.56,1
123897.36,137843.52,123665.47,-14178.05,-0.115,0,2,24,38663.04,0.66,0
677045.26,682876.15,800526.68,117650.53,0.147,0,6,6,194720.63,0.77,0
386568.46,382005.65,416366.28,34360.62,0.083,0,8,11,120602.7,0.74,0
2162555.0,2249231.42,2712343.2,463111.77,0.171,1,18,29,774522.27,0.83,0
109820.96,106034.42,133130.57,27096.15,0.204,0,9,7,35637.21,0.64,0
101337.8,115983.65,117614.42,1630.77,0.014,0,3,3,31430.59,0.95,0
105310.52,100158.91,123908.7,23749.79,0.192,1,5,17,32991.54,0.88,0
1507971.59,1322333.89,1728847.58,406513.69,0.235,1,11,24,436877.12,0.73,0
107517.12,115048.72,112177.59,-2871.14,-0.026,0,7,18,25414.38,0.83,0
139676.36,110723.61,171132.18,60408.58,0.353,0,5,7,31936.09,0.92,0
614973.95,606347.81,727923.24,121575.43,0.167,0,6,16,186224.58,0.7,0
579881.19,691676.83,690400.2,-1276.63,-0.002,0,9,8,195937.0,0.85,0
667683.9,621737.31,802758.46,181021.16,0.225,0,8,20,199875.42,0.55,0
50000.0,50430.55,62174.51,11743.96,0.189,1,6,10,18796.05,0.83,0
670576.48,722457.96,729897.63,7439.67,0.01,2,14,19,202769.2,0.94,0
546075.18,550436.86,656262.37,105825.52,0.161,1,8,20,150796.6,0.85,0
51156.9,58529.77,58556.06,26.29,0.0,0,2,10,17654.57,0.69,0
118300.64,117235.4,139394.46,22159.06,0.159,0,2,3,33266.76,0.87,0
804648.94,870396.28,884947.18,14550.89,0.016,0,12,10,292078.7,0.77,0
93043.14,85089.82,112500.48,27410.65,0.244,0,9,19,30594.28,0.74,0
472634.27,482071.55,558046.64,75975.09,0.136,0,6,9,143355.97,0.75,0
163897.19,183038.14,185501.03,2462.89,0.013,0,14,16,46143.66,0.67,0
490221.4,451738.76,549958.28,98219.53,0.179,1,9,19,118359.18,0.79,0
468949.67,450334.19,540907.48,90573.29,0.167,0,7,22,140862.22,0.54,0
1502318.37,1457581.94,1666296.18,208714.25,0.125,0,19,10,410012.3,0.64,0
371592.82,439875.62,458393.67,18518.05,0.04,1,8,15,153712.57,0.68,1
145675.76,161697.13,177368.73,15671.59,0.088,0,6,12,40438.28,0.55,0
375019.85,377790.99,464897.52,87106.54,0.187,1,5,13,126542.46,0.73,0
1770681.42,1826082.81,2264993.59,438910.78,0.194,1,16,18,442168.73,0.73,0
841178.15,942952.79,954143.65,11190.86,0.012,1,6,20,311244.25,0.68,1
555045.59,597571.82,614024.14,16452.32,0.027,0,6,11,219931.73,0.62,1
1664828.85,1680765.27,1981003.83,300238.56,0.152,2,11,17,483086.08,0.73,0
601878.28,649915.3,715628.47,65713.17,0.092,0,4,8,199379.35,0.77,0
548300.81,499808.82,670333.19,170524.37,0.254,1,9,14,155792.35,0.77,0
114377.86,133081.25,135562.65,2481.4,0.018,0,4,14,45009.25,0.78,1
151878.63,151810.86,169867.46,18056.6,0.106,0,2,20,41972.78,0.88,0
691093.35,764007.76,777693.85,13686.08,0.018,0,4,28,218120.54,0.87,0
1308961.47,1343387.24,1559764.22,216376.98,0.139,4,15,20,374570.33,0.76,0
608953.78,644953.7,711566.5,66612.79,0.094,1,12,14,176157.38,0.67,0
1682048.96,1653735.33,1904486.11,250750.78,0.132,0,12,25,500575.57,0.67,0
127675.58,150802.8,153105.14,2302.34,0.015,1,11,14,41994.39,0.56,1
161939.39,182095.99,190516.84,8420.86,0.044,1,9,7,42981.68,0.85,0
566860.24,624314.8,743503.05,119188.25,0.16,0,11,13,147033.84,0.72,1
52764.2,59564.8,60201.87,637.07,0.011,0,7,9,18956.77,0.66,0
551002.87,534445.04,592068.77,57623.74,0.097,1,10,16,145872.46,0.66,0
445595.6,449638.57,494910.95,45272.38,0.091,0,6,22,124062.41,0.84,0
708762.16,904336.31,816572.39,-87763.92,-0.107,0,6,29,302483.27,0.71,1
116443.5,109576.17,145582.28,36006.11,0.247,0,6,9,38661.58,0.76,0
1003432.59,957741.35,1263601.56,305860.2,0.242,1,14,17,215824.02,0.65,0
571794.56,626691.77,688057.05,61365.28,0.089,0,8,15,159645.01,0.6,0
1147838.0,1276198.23,1365694.4,89496.17,0.066,1,10,18,461692.58,0.83,0
544630.91,547633.05,685492.26,137859.21,0.201,0,6,13,122978.23,0.68,0
1851330.59,1896775.8,2128824.51,232048.71,0.109,1,19,14,588064.7,0.81,0
399831.89,416955.44,507677.54,90722.1,0.179,2,10,16,119072.31,0.53,1
108614.98,117621.91,138947.76,21325.85,0.153,0,7,5,38696.84,0.66,1
1652708.51,1648916.92,1946105.77,297188.85,0.153,2,11,26,479413.79,0.89,0
923868.17,912401.57,1031224.44,118822.87,0.115,1,15,13,233031.24,0.82,0
1901633.39,2119268.56,2131213.87,11945.31,0.006,1,12,12,523252.86,0.76,0
708455.69,739749.16,845395.96,105646.8,0.125,0,8,10,173899.41,0.94,0
138367.21,147338.84,176880.01,29541.17,0.167,0,5,11,51771.95,0.87,0
156320.91,168226.24,184976.93,16750.69,0.091,0,13,9,52275.65,0.67,0
1993229.03,2199442.65,2317559.75,118117.1,0.051,3,18,15,666617.66,0.72,0
137240.92,136055.97,172112.84,36056.87,0.209,1,10,10,49554.85,0.68,0
713286.45,691423.94,792806.11,101382.18,0.128,0,8,14,190231.4,0.5,0
122396.21,142335.6,139908.52,-2427.08,-0.017,0,11,10,46784.38,0.83,0
779741.41,823063.31,964688.72,141625.4,0.147,1,9,15,199014.56,0.61,0
151563.01,146041.18,173144.44,27103.26,0.157,1,7,6,35859.07,0.63,0
129002.32,131893.88,140588.94,8695.07,0.062,0,4,12,41053.55,0.76,0
159827.75,168258.13,194029.4,25771.27,0.133,0,9,18,56044.51,0.71,0
729459.12,758670.7,837612.39,78941.69,0.094,2,13,13,237387.43,0.68,1
151103.84,163982.17,176966.53,12984.36,0.073,0,5,3,61897.76,0.7,0
762108.07,765445.91,789723.11,24277.2,0.031,1,10,15,251692.05,0.79,0
498152.95,521533.3,619585.79,98052.48,0.158,0,2,8,166785.7,0.83,0
699576.2,682106.32,815750.34,133644.02,0.164,1,8,14,160830.56,0.65,0
601581.86,615611.41,716166.29,100554.88,0.14,0,8,17,139914.83,0.84,0
138726.08,143655.48,150959.4,7303.92,0.048,1,7,13,38717.6,0.78,0
115102.56,115056.07,124899.94,9843.87,0.079,0,7,4,32934.9,0.68,0
475952.91,519235.34,588075.73,68840.39,0.117,0,5,15,179561.33,0.7,0
542099.61,563058.97,665309.61,102250.64,0.154,0,6,16,167844.93,0.84,0
500202.67,576248.42,598117.43,21869.01,0.037,1,7,16,133445.17,0.7,1
1264750.84,1489886.39,1562282.15,72395.76,0.046,1,15,15,414790.4,0.9,0
1101593.74,1161667.64,1339805.79,178138.15,0.133,2,15,17,399959.44,0.82,1
103598.82,114113.43,132727.25,18613.82,0.14,0,9,13,26039.89,0.95,0
405490.1,409712.75,452258.01,42545.25,0.094,0,5,13,102963.52,0.81,0
651473.78,657642.73,778535.86,120893.13,0.155,0,6,11,188692.33,0.77,0
764920.36,859153.87,891289.59,32135.73,0.036,2,8,12,304299.54,0.71,1
710269.82,805792.66,903599.61,97806.96,0.108,0,7,5,287246.9,0.83,0
354648.15,371228.3,409774.51,38546.21,0.094,1,7,12,112793.6,0.95,0
77755.54,88620.72,88511.15,-109.57,-0.001,1,10,12,30924.07,0.77,0
119265.75,118090.17,130166.71,12076.54,0.093,0,2,9,39105.26,0.67,0
162312.04,155834.12,198696.67,42862.55,0.216,0,5,10,47464.08,0.79,0
161081.83,140677.63,191542.32,50864.68,0.266,0,2,9,42493.26,0.65,0
446436.61,497506.58,576186.95,78680.38,0.137,1,14,13,168340.02,0.95,0
917598.95,1071225.81,1004357.88,-66867.93,-0.067,1,11,9,247839.97,0.83,0
196464.24,210092.11,234049.66,23957.54,0.102,1,15,8,71026.37,0.66,0
1376675.51,1314604.26,1629911.28,315307.03,0.193,2,12,22,373746.98,0.93,0
1998879.43,2107860.04,2344905.56,237045.52,0.101,2,15,21,750498.93,0.74,0
528449.14,543889.93,626340.9,82450.97,0.132,0,10,18,198059.78,0.76,0
597591.89,609475.72,768042.74,158567.02,0.206,0,9,5,209832.08,0.78,0
1631133.9,1740242.43,1988864.43,248622.0,0.125,0,11,29,514810.98,0.69,0
130279.9,142720.53,156954.59,14234.06,0.091,0,7,17,43650.9,0.79,0
151243.16,145917.51,179390.62,33473.1,0.187,0,5,12,38889.79,0.83,0
645952.13,762488.61,709075.31,-53413.3,-0.075,0,4,15,194572.82,0.79,1
721699.55,664599.19,861732.29,197133.09,0.229,1,11,19,241308.3,0.82,0
1849497.26,2245596.45,2035381.06,-210215.39,-0.103,2,8,28,663081.54,0.58,1
152681.47,152781.23,174683.36,21902.13,0.125,0,4,7,38048.83,0.78,0
1239369.74,1124907.6,1393484.61,268577.0,0.193,1,9,22,329537.8,0.7,0
1564328.68,1621109.64,1863560.35,242450.71,0.13,0,19,18,452798.14,0.73,0
472322.93,429605.83,525537.05,95931.22,0.183,1,9,10,159138.1,0.8,0
650641.89,613438.07,806351.25,192913.18,0.239,0,4,18,179686.89,0.8,0
542829.35,566684.69,626698.86,60014.17,0.096,0,7,8,145048.62,0.9,0
50000.0,53342.74,64738.06,11395.32,0.176,0,9,19,19141.49,0.72,0
401273.13,439671.48,474621.34,34949.85,0.074,0,5,16,120581.67,0.68,0
702726.33,838310.65,909123.32,70812.66,0.078,0,13,12,231849.75,0.95,0
109473.55,109689.53,129211.04,19521.51,0.151,0,4,17,40963.23,0.81,0
772354.21,778759.43,830523.59,51764.16,0.062,0,12,12,187612.27,0.7,0
77787.03,76187.98,97105.93,20917.96,0.215,1,5,17,26225.62,0.61,1
140773.85,149914.39,160337.06,10422.68,0.065,0,9,16,49778.92,0.72,0
119633.64,126393.2,134870.99,8477.79,0.063,0,12,12,32436.38,0.87,0
611344.02,680493.59,706669.33,26175.74,0.037,1,9,17,201452.94,0.74,0
1712879.84,1475888.13,2112952.16,637064.03,0.302,0,15,25,472486.9,0.75,0
637483.13,675954.87,665948.36,-10006.5,-0.015,0,10,13,185431.07,0.75,0
664651.45,683744.49,788338.93,104594.44,0.133,0,11,7,199623.35,0.81,0
112191.89,140287.12,129449.72,-10837.4,-0.084,0,7,8,46452.81,0.74,1
161924.67,203519.56,206742.53,3222.97,0.016,0,4,10,70494.88,0.79,1
771954.91,846142.84,841559.04,-4583.8,-0.005,0,6,14,306657.75,0.75,0
708976.74,728334.26,813499.73,85165.46,0.105,0,11,11,227482.38,0.87,0
607379.69,690548.61,735268.17,44719.57,0.061,0,5,14,187278.0,0.88,0
95357.15,108847.22,129065.86,20218.63,0.157,0,4,20,29433.26,0.77,0
1422262.44,1595613.41,1744848.77,149235.36,0.086,1,18,17,400720.89,0.81,0
423869.66,523256.8,506170.68,-17086.12,-0.034,1,8,14,173102.85,0.61,1
165847.28,178730.99,197764.47,19033.49,0.096,1,9,19,53054.99,0.72,0
666851.69,610181.08,805725.27,195544.19,0.243,1,9,9,139350.59,0.83,0
629613.46,665462.68,762979.53,97516.86,0.128,1,9,4,173411.0,0.8,0
115217.65,142599.12,135138.22,-7460.9,-0.055,1,9,12,34780.14,0.61,1
153931.93,168696.79,183531.17,14834.38,0.081,1,7,16,43986.05,0.92,0
661371.14,632648.3,745467.38,112819.08,0.151,0,7,14,141519.43,0.72,0
1826729.7,2038043.15,2140378.98,102335.82,0.048,2,18,12,477383.25,0.78,0
543386.49,550940.92,668009.97,117069.06,0.175,0,8,16,147672.19,0.74,0
77208.84,85982.77,100608.89,14626.12,0.145,1,10,4,24309.46,0.76,1
495929.34,443178.6,608133.37,164954.77,0.271,1,7,13,147148.6,0.72,1
133366.3,131580.1,165145.46,33565.36,0.203,2,10,15,31138.71,0.77,0
68189.66,77139.56,81220.04,4080.48,0.05,0,4,12,28427.06,0.77,0
520379.93,567816.77,591109.83,23293.06,0.039,0,10,8,161181.98,0.87,0
743390.37,817988.74,967526.63,149537.89,0.155,0,10,9,270024.55,0.72,0
1022255.11,1048608.61,1156216.97,107608.36,0.093,2,14,23,282678.0,0.88,0
426944.05,418682.36,506212.37,87530.01,0.173,0,2,16,148604.26,0.75,0
2140706.22,2270045.82,2574947.59,304901.77,0.118,1,16,28,510591.99,0.8,0
1902816.56,2132464.72,2191156.0,58691.29,0.027,0,13,22,676459.97,0.61,1
149314.7,132248.42,188914.62,56666.2,0.3,0,6,10,49008.94,0.7,0
1677634.17,1752091.11,2106956.41,354865.29,0.168,2,16,16,425141.08,0.72,0
1373729.72,1646024.61,1638133.72,-7890.89,-0.005,0,10,11,478344.71,0.73,0
619889.65,629767.32,740751.63,110984.32,0.15,0,9,16,218753.28,0.58,0
245985.92,278991.36,286191.4,7200.03,0.025,0,6,18,73852.02,0.8,0
416339.67,469835.98,498841.79,29005.82,0.058,0,6,3,144993.18,0.71,1
153075.57,149192.08,185500.12,36308.05,0.196,0,3,11,40046.07,0.64,0
132179.69,128461.52,148217.45,19755.93,0.133,0,7,12,31113.91,0.77,0
1262049.88,1128230.98,1616684.48,488453.5,0.302,1,10,22,375858.08,0.58,0
135710.73,130352.62,148878.24,18525.62,0.124,0,6,7,37705.3,0.81,0
137496.98,153102.98,166176.9,13073.92,0.079,0,2,8,56993.02,0.65,0
577010.92,560254.39,698680.96,138426.57,0.198,0,9,14,198278.45,0.74,0
131335.12,121564.32,158603.57,37039.24,0.234,0,2,11,30048.5,0.85,0
114418.32,126245.19,136589.59,10344.39,0.076,0,5,13,43918.5,0.6,1
828365.84,825446.05,1008564.46,183118.41,0.182,0,6,14,277879.93,0.78,0
111069.14,115745.41,129817.04,14071.64,0.108,0,10,11,39247.95,0.83,0
687886.76,775810.27,859881.2,84070.93,0.098,0,6,22,230438.66,0.75,1
183537.89,200037.06,215178.33,15141.27,0.07,1,10,16,48721.79,0.56,1
1116774.6,1412762.42,1203840.99,-208921.43,-0.174,0,12,19,400917.41,0.73,1
90610.27,87633.88,107547.8,19913.92,0.185,2,11,13,32486.3,0.84,0
64529.27,67991.77,79141.37,11149.6,0.141,1,6,11,20010.28,0.75,1
598877.88,614375.58,704876.92,90501.34,0.128,0,3,17,182760.82,0.6,0
109219.68,114373.29,127676.45,13303.16,0.104,0,7,12,27004.79,0.58,0
115401.96,124870.85,132176.32,7305.47,0.055,1,6,12,31714.61,0.67,0
460652.2,526552.36,534288.77,7736.41,0.014,2,9,19,148624.5,0.95,0
426804.85,443308.11,540879.68,97571.58,0.18,1,12,13,127013.35,0.78,0
59208.45,65691.61,65379.63,-311.98,-0.005,0,7,8,18035.41,0.87,0
415571.06,460724.66,471840.92,11116.26,0.024,1,11,12,129050.73,0.89,0
617878.62,663138.06,768474.21,105336.15,0.137,1,7,11,234839.77,0.93,0
551472.76,575377.04,560771.47,-14605.56,-0.026,1,10,22,168067.49,0.89,0
724991.79,854365.79,789233.06,-65132.73,-0.083,1,12,18,265169.55,0.77,1
520288.29,546235.2,643165.99,96930.79,0.151,0,10,11,128931.46,0.73,0
157588.3,153195.8,183164.35,29968.54,0.164,1,8,9,56190.4,0.85,0
530571.56,534116.92,689563.0,155446.08,0.225,0,12,21,184543.08,0.74,0
148080.42,172542.13,184552.61,12010.48,0.065,0,6,10,41568.43,0.81,1
1386740.66,1342184.62,1617347.42,275162.8,0.17,1,11,25,302451.79,0.7,0
93368.01,89707.06,104910.73,15203.66,0.145,1,6,17,23669.09,0.74,1
957511.4,928140.08,1263701.57,335561.49,0.266,0,11,19,295328.56,0.6,0
1422587.27,1599121.76,1768493.4,169371.64,0.096,0,10,25,377436.06,0.64,0
50000.0,46695.09,60956.68,14261.59,0.234,1,8,13,16685.88,0.66,0
676356.92,680532.94,737461.84,56928.9,0.077,0,8,19,248311.71,0.84,0
127234.84,133059.6,159278.49,26218.89,0.165,0,6,3,30524.85,0.82,0
178740.09,191198.73,210768.49,19569.76,0.093,0,6,14,52307.6,0.83,0
75730.68,87573.71,86125.67,-1448.04,-0.017,0,3,14,31264.06,0.58,1
90912.6,101585.66,96773.37,-4812.29,-0.05,0,3,11,27410.34,0.95,0
824056.46,848981.32,1044806.58,195825.26,0.187,2,12,11,247814.43,0.56,1
448208.71,449707.62,516442.12,66734.5,0.129,0,2,8,169805.13,0.71,0
1407885.5,1500544.14,1669108.44,168564.31,0.101,3,15,14,524639.65,0.5,1
536468.5,595100.86,637217.23,42116.37,0.066,0,4,6,135891.05,0.67,1
440544.56,497645.04,569120.23,71475.19,0.126,0,2,16,162553.84,0.84,0
1462361.84,1587937.42,1684887.59,96950.16,0.058,0,12,12,470485.59,0.72,0
1170544.08,1238131.76,1326782.54,88650.78,0.067,1,10,15,385248.09,0.59,0
1264965.08,1381072.54,1598267.54,217194.99,0.136,1,14,27,368024.15,0.8,0
1436326.71,1668639.36,1714251.69,45612.33,0.027,2,13,14,392017.61,0.79,1
1328564.82,1559275.28,1620345.0,61069.72,0.038,1,13,23,372979.33,0.53,1
149901.85,174473.2,167871.14,-6602.06,-0.039,0,7,10,65934.5,0.89,0
2072789.12,2369312.96,2345234.86,-24078.1,-0.01,2,16,17,603392.61,0.69,1
78971.06,82905.48,92342.54,9437.06,0.102,0,6,10,22709.0,0.64,1
852997.7,944025.28,1015236.56,71211.28,0.07,1,12,12,279866.08,0.73,0
1710546.91,1723137.4,1977277.97,254140.58,0.129,1,13,23,406229.65,0.81,0
482727.92,464045.13,568606.91,104561.78,0.184,1,7,15,115870.51,0.71,0
